text,distortion_label,language,template_id
"I am feeling nervous about the exam, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"My boss scheduled a task, they are definitely going to reprimand me.",Jumping to Conclusions,en,Jumping to Conclusions_4
"The world need to be fair, and I cannot handle that it isn't.",Should Statements,en,Should Statements_8
"My brother has been quiet lately, it must be something I messed up.",Personalization,en,Personalization_0
"The world have to be equal, and I cannot handle that it isn't.",Should Statements,en,Should Statements_8
He must know exactly how I feel without me having to tell him.,Should Statements,en,Should Statements_5
"I feel terrified of crowds, so they must be inherently deadly.",Emotional Reasoning,en,Emotional Reasoning_2
"I scored an A on the meeting, but I am agonizing over the the one question I got wrong.",Mental Filter,en,Mental Filter_2
"I feel jealous, so my partner must be doing something terrible.",Emotional Reasoning,en,Emotional Reasoning_8
"I got a B on the quiz, I will never graduate and will end up a total failure.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_4
"I made a slip-up in the presentation, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
"My diet is ruined because I ate one burger, so I might as well eat junk forever.",Black & White Thinking,en,Black & White Thinking_3
"This computer broke, technology always fails me when I need it.",Overgeneralization,en,Overgeneralization_9
"He looked at me funny, he definitely thinks I am an failure.",Jumping to Conclusions,en,Jumping to Conclusions_2
"My partner did eight nice things for me, but forgot to vacuuming, so they do not care at all.",Mental Filter,en,Mental Filter_7
"My cousin is upset, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
I must never make a typo at work.,Should Statements,en,Should Statements_4
"My mom is anxious, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"I scored an A on the audition, but I am agonizing over the the one question I got wrong.",Mental Filter,en,Mental Filter_2
Today was busy but manageable. I got most of my vacuuming done and had a nice walk.,No Distortion,en,No Distortion_0
"The {event} was beautiful, but it rain for one hour and that ruined the whole thing.",Mental Filter,en,Mental Filter_3
"The code failed, it is completely because of my minor mistake.",Personalization,en,Personalization_3
"I feel terrified of flying, so they must be inherently deadly.",Emotional Reasoning,en,Emotional Reasoning_2
"My team lost the award, it is entirely my fault for missing that one play.",Personalization,en,Personalization_2
Today was busy but manageable. I got most of my errands done and had a nice walk.,No Distortion,en,No Distortion_0
"The train made a weird noise, it is definitely going to crash on the highway.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_9
"My cousin is in a bad mood, I must have bothered them.",Personalization,en,Personalization_4
"If this assignment fails, my entire livelihood is over and I will be finished.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_1
"I feel stupid in this class, so I must actually be the dumbest person here.",Emotional Reasoning,en,Emotional Reasoning_5
"My colleague sighed, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"They are whispering over there, I know they are gossiping at me.",Jumping to Conclusions,en,Jumping to Conclusions_5
"He yelled at me, people are continually so harsh to me.",Overgeneralization,en,Overgeneralization_6
"My boss scheduled a task, they are definitely going to criticize me.",Jumping to Conclusions,en,Jumping to Conclusions_4
"If they do not praise me completely, then they must ignored me entirely.",Black & White Thinking,en,Black & White Thinking_2
"My dad is sad, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
I said the wrong thing and now my whole week is a complete mess.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
"I tripped on the sidewalk, I am forever so incredibly clumsy.",Overgeneralization,en,Overgeneralization_4
"I got rejected from this role, I will seldom get hired anywhere.",Overgeneralization,en,Overgeneralization_1
"I am feeling angry about the interview, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"I made one mistake in the presentation, so the whole thing was a complete waste.",Black & White Thinking,en,Black & White Thinking_0
"I scored 98% on the presentation, but I am agonizing over the 5% I got wrong.",Mental Filter,en,Mental Filter_2
"My sister has been quiet lately, it must be something I messed up.",Personalization,en,Personalization_0
"I feel terrified of flying, so they must be inherently unsafe.",Emotional Reasoning,en,Emotional Reasoning_2
"I feel abandoned right now, so I must be completely worthless.",Emotional Reasoning,en,Emotional Reasoning_7
I know I am going to bomb this interview no matter how much I rehearse.,Jumping to Conclusions,en,Jumping to Conclusions_1
"I am feeling anxious about the meeting, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"I won the tournament, but I did not beat my personal best, so it was a evil performance.",Mental Filter,en,Mental Filter_6
"I am tired today, so I am going to take it easy tonight.",No Distortion,en,No Distortion_8
"I made a blunder in the task, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
"I tripped on the sidewalk, I am forever so incredibly foolish.",Overgeneralization,en,Overgeneralization_4
"She canceled our {event}, she obviously dislikes spending time with me.",Jumping to Conclusions,en,Jumping to Conclusions_8
"This tablet broke, technology constantly fails me when I need it.",Overgeneralization,en,Overgeneralization_9
"My partner broke up with me, I am seldom going to find happiness.",Overgeneralization,en,Overgeneralization_3
"I made a mistake in the meeting, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
"Either I figure this out right now, or I am completely stupid.",Black & White Thinking,en,Black & White Thinking_9
"The review had ten positive comments and one suggestion, but all I can think about is that one mistake.",Mental Filter,en,Mental Filter_0
"I made one mistake in the project, so the whole thing was a complete embarrassment.",Black & White Thinking,en,Black & White Thinking_0
"I made one mistake in the project, so the whole thing was a complete joke.",Black & White Thinking,en,Black & White Thinking_0
"I got rejected from this role, I will rarely get hired anywhere.",Overgeneralization,en,Overgeneralization_1
I need to never make a typo at work.,Should Statements,en,Should Statements_4
"I got a promotion and a raise, but my boss did not smile at when he told me, so it is awful.",Mental Filter,en,Mental Filter_4
"He yelled at me, people are invariably so cold to me.",Overgeneralization,en,Overgeneralization_6
"The deal will definitely be ignored, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
"People need to always be kind, and it infuriates me when they aren't.",Should Statements,en,Should Statements_2
"If this deal fails, my entire reputation is over and I will be ruined.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_1
"The presentation failed, it is completely because of my minor typo.",Personalization,en,Personalization_3
"My boss is frustrated, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"I feel like a fraud at work, so I must actually be bad at my role.",Emotional Reasoning,en,Emotional Reasoning_0
"I scored 98% on the exam, but I am agonizing over the 5% I got wrong.",Mental Filter,en,Mental Filter_2
"He yelled at me, people are continually so unfair to me.",Overgeneralization,en,Overgeneralization_6
"My friend is in a bad mood, I must have annoyed them.",Personalization,en,Personalization_4
"I feel terrified of spiders, so they must be inherently dangerous.",Emotional Reasoning,en,Emotional Reasoning_2
"He disagreed with me once, so he is completely disappointed in me.",Black & White Thinking,en,Black & White Thinking_7
"My sister got passed over for a opportunity, I feel guilty like it is my fault.",Personalization,en,Personalization_7
I forgot my keys and now my whole life is a complete disaster.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
I know I am going to bomb this audition no matter how much I rehearse.,Jumping to Conclusions,en,Jumping to Conclusions_1
"Everyone complimented my essay, but one person was quiet, so that person secretly avoids it.",Mental Filter,en,Mental Filter_5
"I scored 98% on the audition, but I am agonizing over the 1% I got wrong.",Mental Filter,en,Mental Filter_2
"My partner is nervous, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"My sister is bored, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"My partner is frustrated, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"If I am not the absolute best at writing, there is no point in even trying.",Black & White Thinking,en,Black & White Thinking_6
"I am feeling angry about the test, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"The meeting will definitely be ignored, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
I broke the glass and now my whole evening is a complete tragedy.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
"I scored 95% on the audition, but I am agonizing over the 5% I got wrong.",Mental Filter,en,Mental Filter_2
"My boss is lonely, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"My team lost the match, it is entirely my fault for missing that one catch.",Personalization,en,Personalization_2
"I got rejected from this promotion, I will seldom get hired anywhere.",Overgeneralization,en,Overgeneralization_1
"He yelled at me, people are forever so cruel to me.",Overgeneralization,en,Overgeneralization_6
"The review had twenty positive comments and one suggestion, but all I can think about is that one mistake.",Mental Filter,en,Mental Filter_0
I should always be the hardest working person in the room.,Should Statements,en,Should Statements_9
"They are whispering over there, I know they are staring at me.",Jumping to Conclusions,en,Jumping to Conclusions_5
I arrived late and now my whole year is a complete tragedy.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
"I had a great day but I dropped my headphones, so today was finished.",Mental Filter,en,Mental Filter_1
"The world need to be equal, and I cannot handle that it isn't.",Should Statements,en,Should Statements_8
"I had a great day but I dropped my laptop, so today was doomed.",Mental Filter,en,Mental Filter_1
"I got a opportunity and a raise, but my boss did not praise when he told me, so it is awful.",Mental Filter,en,Mental Filter_4
"I got rejected from this internship, I will almost never get hired anywhere.",Overgeneralization,en,Overgeneralization_1
I have to always be achieving or I am wasting my life.,Should Statements,en,Should Statements_1
"If this report fails, my entire future is over and I will be finished.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_1
I should always be busy or I am wasting my life.,Should Statements,en,Should Statements_1
"I feel abandoned right now, so I must be completely unlovable.",Emotional Reasoning,en,Emotional Reasoning_7
"I missed the train, nothing at all goes right in my life.",Overgeneralization,en,Overgeneralization_7
"My boss scheduled a deal, they are definitely going to reprimand me.",Jumping to Conclusions,en,Jumping to Conclusions_4
"I feel ignorant in this class, so I must actually be the dumbest person here.",Emotional Reasoning,en,Emotional Reasoning_5
"People need to always be courteous, and it infuriates me when they aren't.",Should Statements,en,Should Statements_2
"I did not finish all my vacuuming, so today was completely useless.",Black & White Thinking,en,Black & White Thinking_5
"There is a draft in the office, it is going to collapse and we will lose everything.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_7
"I am feeling nervous about the test, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"My boss scheduled a meeting, they are definitely going to yell at me.",Jumping to Conclusions,en,Jumping to Conclusions_4
"My boss scheduled a deal, they are definitely going to demote me.",Jumping to Conclusions,en,Jumping to Conclusions_4
"I feel terrified of spiders, so they must be inherently harmful.",Emotional Reasoning,en,Emotional Reasoning_2
"I accomplished everything on my to-do list except one creak, so I am completely useless.",Mental Filter,en,Mental Filter_9
I know I am going to bomb this exam no matter how much I rehearse.,Jumping to Conclusions,en,Jumping to Conclusions_1
"I feel slow in this class, so I must actually be the dumbest person here.",Emotional Reasoning,en,Emotional Reasoning_5
I must always be useful or I am wasting my life.,Should Statements,en,Should Statements_1
"I made one mistake in the chore, so the whole thing was a complete joke.",Black & White Thinking,en,Black & White Thinking_0
"The task will definitely be rejected, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
"I lost my glasses, I will never be able to function normally again.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_6
"I got a internship and a raise, but my boss did not praise when he told me, so it is awful.",Mental Filter,en,Mental Filter_4
"This laptop broke, technology always fails me when I need it.",Overgeneralization,en,Overgeneralization_9
"My partner broke up with me, I am never going to find love.",Overgeneralization,en,Overgeneralization_3
"I feel like a imposter at work, so I must actually be bad at my promotion.",Emotional Reasoning,en,Emotional Reasoning_0
"I got a opportunity and a raise, but my boss did not encourage when he told me, so it is awful.",Mental Filter,en,Mental Filter_4
"I made one mistake in the assignment, so the whole thing was a complete joke.",Black & White Thinking,en,Black & White Thinking_0
"The world have to be perfect, and I cannot handle that it isn't.",Should Statements,en,Should Statements_8
"I feel so trapped, this situation must be impossible to change.",Emotional Reasoning,en,Emotional Reasoning_1
My stomach felt heavy for a second and now I am sure I have a deadly disease.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_0
"I did not finish all my cleaning, so today was completely ruined.",Black & White Thinking,en,Black & White Thinking_5
"I had a great day but I dropped my phone, so today was over.",Mental Filter,en,Mental Filter_1
"I have not heard back from the meeting, they clearly rejected me.",Jumping to Conclusions,en,Jumping to Conclusions_9
"My partner is in a bad mood, I must have annoyed them.",Personalization,en,Personalization_4
"My brother is in a bad mood, I must have offended them.",Personalization,en,Personalization_4
"People ought to always be kind, and it infuriates me when they aren't.",Should Statements,en,Should Statements_2
I ought to always be busy or I am wasting my life.,Should Statements,en,Should Statements_1
I must always be working or I am wasting my life.,Should Statements,en,Should Statements_1
"The project will definitely be declined, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
"I had a great day but I dropped my headphones, so today was destroyed.",Mental Filter,en,Mental Filter_1
"If they do not support me completely, then they must sighed me entirely.",Black & White Thinking,en,Black & White Thinking_2
"My partner did a dozen nice things for me, but forgot to vacuuming, so they do not care at all.",Mental Filter,en,Mental Filter_7
"There is a leak in the room, it is going to collapse and we will lose everything.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_7
"I accomplished everything on my to-do list except one leak, so I am completely unproductive.",Mental Filter,en,Mental Filter_9
"There is a dent in the room, it is going to collapse and we will lose everything.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_7
"My brother yelled, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"I feel terrified of dogs, so they must be inherently dangerous.",Emotional Reasoning,en,Emotional Reasoning_2
"My friend ignored, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"The review had twenty positive comments and one suggestion, but all I can think about is that one error.",Mental Filter,en,Mental Filter_0
"I feel terrified of spiders, so they must be inherently terrifying.",Emotional Reasoning,en,Emotional Reasoning_2
"The world must be equal, and I cannot handle that it isn't.",Should Statements,en,Should Statements_8
"My partner did twenty nice things for me, but forgot to errands, so they do not care at all.",Mental Filter,en,Mental Filter_7
"Everyone complimented my code, but one person was quiet, so that person secretly regrets it.",Mental Filter,en,Mental Filter_5
"I won the tournament, but I did not beat my personal best, so it was a awful performance.",Mental Filter,en,Mental Filter_6
"I am feeling sad about the interview, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"My partner is anxious, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"If I am not the absolute best at painting, there is no point in even starting.",Black & White Thinking,en,Black & White Thinking_6
"I did not win the match, so I am a complete loser.",Black & White Thinking,en,Black & White Thinking_8
"If they do not support me completely, then they must abandoned me entirely.",Black & White Thinking,en,Black & White Thinking_2
"I won the award, but I did not beat my personal best, so it was a awful performance.",Mental Filter,en,Mental Filter_6
I have to always be useful or I am wasting my life.,Should Statements,en,Should Statements_1
"The code will definitely be dismissed, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
"I feel fat today, so everyone must think I am hideous.",Emotional Reasoning,en,Emotional Reasoning_4
"She did not reply to my text in an hour, she must think I am boring now.",Jumping to Conclusions,en,Jumping to Conclusions_0
"I missed the scooter, nothing at all goes right in my life.",Overgeneralization,en,Overgeneralization_7
"There is a scratch in the office, it is going to collapse and we will lose everything.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_7
"I have not heard back from the presentation, they clearly declined me.",Jumping to Conclusions,en,Jumping to Conclusions_9
"I am going to fail the interview, I just know it.",Jumping to Conclusions,en,Jumping to Conclusions_6
"I made a mistake in the deal, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
"I am feeling frustrated about the interview, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"I missed the bus, nothing in my life goes right in my life.",Overgeneralization,en,Overgeneralization_7
"I made one mistake in the assignment, so the whole thing was a complete embarrassment.",Black & White Thinking,en,Black & White Thinking_0
"The meeting will definitely be failed, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
"I burned the fries, so I will just order pizza instead.",No Distortion,en,No Distortion_7
"The hamster is sick, I must have done something careless to cause it.",Personalization,en,Personalization_6
"My partner got passed over for a role, I feel guilty like it is my fault.",Personalization,en,Personalization_7
"My team lost the election, it is entirely my fault for missing that one catch.",Personalization,en,Personalization_2
"The task will definitely be declined, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
I know I am going to bomb this test no matter how much I study.,Jumping to Conclusions,en,Jumping to Conclusions_1
"My dad is in a bad mood, I must have annoyed them.",Personalization,en,Personalization_4
"I have not heard back from the presentation, they clearly ignored me.",Jumping to Conclusions,en,Jumping to Conclusions_9
"My friend has been quiet lately, it must be something I caused.",Personalization,en,Personalization_0
"If they do not support me completely, then they must yelled me entirely.",Black & White Thinking,en,Black & White Thinking_2
"I feel so overwhelmed, this situation must be impossible to solve.",Emotional Reasoning,en,Emotional Reasoning_1
"I am feeling lonely about the audition, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"I failed this test, I hardly ever succeed at anything important.",Overgeneralization,en,Overgeneralization_5
"I made one mistake in the presentation, so the whole thing was a complete failure.",Black & White Thinking,en,Black & White Thinking_0
"I am feeling anxious about the interview, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"My mom has been quiet lately, it must be something I said.",Personalization,en,Personalization_0
"People have to always be kind, and it infuriates me when they aren't.",Should Statements,en,Should Statements_2
I forgot my keys and now my whole week is a complete failure.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
"I must be over this {event} by now, there is something wrong with me.",Should Statements,en,Should Statements_0
I either get an A+ on this or I am a total disappointment.,Black & White Thinking,en,Black & White Thinking_1
I forgot my keys and now my whole evening is a complete catastrophe.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
"The bike made a weird noise, it is definitely going to fail on the highway.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_9
"She canceled our {event}, she obviously avoids spending time with me.",Jumping to Conclusions,en,Jumping to Conclusions_8
"I feel forgotten right now, so I must be completely undesirable.",Emotional Reasoning,en,Emotional Reasoning_7
"My mom is sad, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
I have to always be the most successful person in the room.,Should Statements,en,Should Statements_9
"The deal failed, it is completely because of my minor mistake.",Personalization,en,Personalization_3
"I tripped on the sidewalk, I am invariably so incredibly stupid.",Overgeneralization,en,Overgeneralization_4
"My boss frowned, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"I feel dumb in this class, so I must actually be the dumbest person here.",Emotional Reasoning,en,Emotional Reasoning_5
"Everyone complimented my design, but one person was quiet, so that person secretly dislikes it.",Mental Filter,en,Mental Filter_5
"My colleague ignored, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"I did not finish all my dishes, so today was completely unproductive.",Black & White Thinking,en,Black & White Thinking_5
"I am feeling frustrated about the presentation, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"My sister is angry, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"I feel so suffocated, this situation must be impossible to improve.",Emotional Reasoning,en,Emotional Reasoning_1
"I feel jealous, so my partner must be doing something careless.",Emotional Reasoning,en,Emotional Reasoning_8
"I got a position and a raise, but my boss did not help when he told me, so it is awful.",Mental Filter,en,Mental Filter_4
"I scored 98% on the meeting, but I am agonizing over the 2% I got wrong.",Mental Filter,en,Mental Filter_2
"I feel nervous about the {event}, but I know time will heal the wound.",No Distortion,en,No Distortion_2
I broke the glass and now my whole week is a complete failure.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
I either get a perfect score on this or I am a total failure.,Black & White Thinking,en,Black & White Thinking_1
"I should not feel frustrated about this, I need to just get over it.",Should Statements,en,Should Statements_3
I need to never make a slip-up at work.,Should Statements,en,Should Statements_4
"I got rejected from this promotion, I will almost never get hired anywhere.",Overgeneralization,en,Overgeneralization_1
"If I am not the absolute best at writing, there is no point in even attempting.",Black & White Thinking,en,Black & White Thinking_6
"I disagreed with my brother, but we talked it out and came to an understanding.",No Distortion,en,No Distortion_9
"The deal failed, it is completely because of my minor typo.",Personalization,en,Personalization_3
"I did not finish all my errands, so today was completely ruined.",Black & White Thinking,en,Black & White Thinking_5
I know I am going to bomb this presentation no matter how much I study.,Jumping to Conclusions,en,Jumping to Conclusions_1
"My cousin is bored, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"My friend got passed over for a position, I feel guilty like it is my fault.",Personalization,en,Personalization_7
"I have not heard back from the meeting, they clearly ignored me.",Jumping to Conclusions,en,Jumping to Conclusions_9
"I feel so overwhelmed, this situation must be impossible to change.",Emotional Reasoning,en,Emotional Reasoning_1
"The {event} did not go perfectly, so I am convinced the rest of the a year will be terrible.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_3
"I lost the match, I constantly lose everything.",Overgeneralization,en,Overgeneralization_8
"I made a mistake in the project, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
"Everyone complimented my painting, but one person was quiet, so that person secretly regrets it.",Mental Filter,en,Mental Filter_5
"The presentation failed, it is completely because of my minor blunder.",Personalization,en,Personalization_3
"My boss scheduled a report, they are definitely going to demote me.",Jumping to Conclusions,en,Jumping to Conclusions_4
"People should to always be courteous, and it infuriates me when they aren't.",Should Statements,en,Should Statements_2
"I am feeling angry about the exam, so I am going to prepare for an hour and then rest.",No Distortion,en,No Distortion_6
"I scored a 90 on the exam, but I am agonizing over the 5% I got wrong.",Mental Filter,en,Mental Filter_2
"I feel anxious about the {event}, but I know time will heal the wound.",No Distortion,en,No Distortion_2
I spilled coffee and now my whole month is a complete mess.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_2
"The meeting failed, it is completely because of my minor mistake.",Personalization,en,Personalization_3
"I got a internship and a raise, but my boss did not help when he told me, so it is awful.",Mental Filter,en,Mental Filter_4
"I should have known better, I am so dumb.",Should Statements,en,Should Statements_7
"My boss scheduled a presentation, they are definitely going to yell at me.",Jumping to Conclusions,en,Jumping to Conclusions_4
"I did not finish all my errands, so today was completely pointless.",Black & White Thinking,en,Black & White Thinking_5
"I lost the game, I invariably lose everything.",Overgeneralization,en,Overgeneralization_8
He have to know exactly how I feel without me having to tell him.,Should Statements,en,Should Statements_5
"My partner broke up with me, I am almost never going to find happiness.",Overgeneralization,en,Overgeneralization_3
"The review had eight positive comments and one suggestion, but all I can think about is that one criticism.",Mental Filter,en,Mental Filter_0
"People have to always be polite, and it infuriates me when they aren't.",Should Statements,en,Should Statements_2
"I ought to have known better, I am so slow.",Should Statements,en,Should Statements_7
"My dad ignored, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"My boss scheduled a proposal, they are definitely going to yell at me.",Jumping to Conclusions,en,Jumping to Conclusions_4
"I failed this presentation, I almost never succeed at anything important.",Overgeneralization,en,Overgeneralization_5
"If they do not help me completely, then they must left me entirely.",Black & White Thinking,en,Black & White Thinking_2
My shoulder felt dizzy for a second and now I am sure I have a deadly disease.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_0
"My mom is nervous, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
"I lost my ring, I will never be able to function normally again.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_6
"My team lost the match, it is entirely my fault for missing that one move.",Personalization,en,Personalization_2
"The project failed, it is completely because of my minor slip-up.",Personalization,en,Personalization_3
"I lost the race, I constantly lose everything.",Overgeneralization,en,Overgeneralization_8
"If they do not encourage me completely, then they must rejected me entirely.",Black & White Thinking,en,Black & White Thinking_2
"If they do not support me completely, then they must ignored me entirely.",Black & White Thinking,en,Black & White Thinking_2
"The hamster is sick, I must have done something terrible to cause it.",Personalization,en,Personalization_6
"My partner did ten nice things for me, but forgot to dishes, so they do not care at all.",Mental Filter,en,Mental Filter_7
"I feel lonely right now, so I must be completely unwanted.",Emotional Reasoning,en,Emotional Reasoning_7
"My mom frowned, this is the worst possible thing that could happen.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_5
"The task failed, it is completely because of my minor typo.",Personalization,en,Personalization_3
"He looked at me funny, he definitely thinks I am an fool.",Jumping to Conclusions,en,Jumping to Conclusions_2
I know this {event} is going to be terrible before it even starts.,Jumping to Conclusions,en,Jumping to Conclusions_3
"I need to not feel lonely about this, I need to just get over it.",Should Statements,en,Should Statements_3
"The {event} did not go perfectly, so I am convinced the rest of the a week will be terrible.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_3
"The plane made a weird noise, it is definitely going to break down on the highway.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_9
My stomach felt tingly for a second and now I am sure I have a deadly disease.,Magnification and Catastrophizing,en,Magnification and Catastrophizing_0
"My boss is in a bad mood, I must have offended them.",Personalization,en,Personalization_4
"I feel guilty, so I must have done something truly horrible.",Emotional Reasoning,en,Emotional Reasoning_3
"The {event} was not flawless, so it was a total mess.",Black & White Thinking,en,Black & White Thinking_4
"I made a error in the report, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
"I feel lonely right now, so I must be completely undesirable.",Emotional Reasoning,en,Emotional Reasoning_7
"I scored 95% on the presentation, but I am agonizing over the 5% I got wrong.",Mental Filter,en,Mental Filter_2
"I need to not feel nervous about this, I need to just get over it.",Should Statements,en,Should Statements_3
"My team lost the contest, it is entirely my fault for missing that one catch.",Personalization,en,Personalization_2
"I burned the bag of chips, I am always terrible at baking.",Overgeneralization,en,Overgeneralization_2
"I burned the cookie, so I will just order pizza instead.",No Distortion,en,No Distortion_7
"My dad got passed over for a position, I feel guilty like it is my fault.",Personalization,en,Personalization_7
"If they do not help me completely, then they must sighed me entirely.",Black & White Thinking,en,Black & White Thinking_2
"My boss scheduled a meeting, they are definitely going to demote me.",Jumping to Conclusions,en,Jumping to Conclusions_4
"I had a great day but I dropped my headphones, so today was over.",Mental Filter,en,Mental Filter_1
"I made one mistake in the assignment, so the whole thing was a complete failure.",Black & White Thinking,en,Black & White Thinking_0
"I failed this audition, I almost never succeed at anything important.",Overgeneralization,en,Overgeneralization_5
"I made a error in the meeting, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
"My sister is in a bad mood, I must have bothered them.",Personalization,en,Personalization_4
"I made one mistake in the chore, so the whole thing was a complete failure.",Black & White Thinking,en,Black & White Thinking_0
"I lost the election, I constantly lose everything.",Overgeneralization,en,Overgeneralization_8
"The review had ten positive comments and one suggestion, but all I can think about is that one negative comment.",Mental Filter,en,Mental Filter_0
"My friend got passed over for a job, I feel guilty like it is my fault.",Personalization,en,Personalization_7
"The project will definitely be dismissed, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
"I burned the donut, I am constantly terrible at grilling.",Overgeneralization,en,Overgeneralization_2
"My mom is in a bad mood, I must have bothered them.",Personalization,en,Personalization_4
"My sister is upset, I will ask if they want to talk about it.",No Distortion,en,No Distortion_5
I either get a perfect score on this or I am a total loser.,Black & White Thinking,en,Black & White Thinking_1
"I made one mistake in the project, so the whole thing was a complete waste.",Black & White Thinking,en,Black & White Thinking_0
"The {event} was boring, I should have been more engaging.",Personalization,en,Personalization_5
I need to always be the smartest person in the room.,Should Statements,en,Should Statements_9
"I feel frustrated about the {event}, but I know time will heal the wound.",No Distortion,en,No Distortion_2
"My boss is in a bad mood, I must have bothered them.",Personalization,en,Personalization_4
"I have not heard back from the exam, they clearly ignored me.",Jumping to Conclusions,en,Jumping to Conclusions_9
"If they do not encourage me completely, then they must abandoned me entirely.",Black & White Thinking,en,Black & White Thinking_2
"My dad is in a bad mood, I must have bothered them.",Personalization,en,Personalization_4
"I lost my keys, I will never be able to function normally again.",Magnification and Catastrophizing,en,Magnification and Catastrophizing_6
"I did not finish all my dishes, so today was completely pointless.",Black & White Thinking,en,Black & White Thinking_5
"I burned the cookie, I am forever terrible at preparing dinner.",Overgeneralization,en,Overgeneralization_2
I know I am going to bomb this test no matter how much I prepare.,Jumping to Conclusions,en,Jumping to Conclusions_1
"She did not reply to my text in a year, she must think I am unlovable now.",Jumping to Conclusions,en,Jumping to Conclusions_0
"I missed the scooter, nothing ever goes right in my life.",Overgeneralization,en,Overgeneralization_7
"The project will definitely be ignored, so why bother.",Jumping to Conclusions,en,Jumping to Conclusions_7
"I made a typo in the meeting, but I corrected it and my manager said it was okay.",No Distortion,en,No Distortion_1
