text,distortion_label,language,template_id
The brother closed the door to their office right as I walked past. I've already decided what that means for my role.,Jumping to Conclusions,en,Jumping to Conclusions::70489
There's a stain in the basement that I noticed this evening. I lay awake running through everything that could go wrong because of it.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::70234
"The fish hasn't been eating well at basement, and I've been wondering what I might have changed that caused it.",Personalization,en,Personalization::10998
"My sister handled the party differently than I would have, and it's been bothering me all a week that they didn't do it 'right.'",Should Statements,en,Should Statements::57704
My shoulder has felt a bit numb since this morning. I keep picturing the worst-case scenario in the basement.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::34768
"I got through most of the project smoothly, but one part didn't go as planned, so by the end of a week I felt like none of it counted.",Black & White Thinking,en,Black & White Thinking::6933
"It rained on our reunion, it's all my fault for planning it today.",Personalization,en,Personalization::69564
"I feel disconnected from my brother right now, which makes it hard to believe that anyone actually wants me around at the gym.",Emotional Reasoning,en,Emotional Reasoning::185
"I got some unexpected news about my report today, and my mind immediately jumped to losing everything over it.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::22494
"My mom and I saw things differently about the dinner, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
"One part of the meeting needs revision, and now I keep referring to the whole draft as a waste.",Black & White Thinking,en,Black & White Thinking::94653
"The mood at the wedding felt a little flat, and I've spent the ride home from the clinic wondering if it was something about how I showed up.",Personalization,en,Personalization::41215
"A single line in the budget review feedback stood out to me, and by tonight I'd convinced myself the entire thing would fall apart.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::13613
"I feel like I don't belong in this house, and that feeling has quietly become the whole story I believe about myself here.",Emotional Reasoning,en,Emotional Reasoning::14706
"There's a heaviness I can't shake tonight in the building, and I keep assuming it means something bad is coming to my reputation.",Emotional Reasoning,en,Emotional Reasoning::82233
"The cat hasn't been eating well at building, and I've been wondering what I might have changed that caused it.",Personalization,en,Personalization::10998
"If my colleague doesn't encourage me completely, then it means they must resent me entirely.",Black & White Thinking,en,Black & White Thinking::30690
"I forgot cousin's birthday, I always mess up the things that matter to people.",Overgeneralization,en,Overgeneralization::77955
"I feel disconnected from my partner right now, which makes it hard to believe that anyone actually wants me around at school.",Emotional Reasoning,en,Emotional Reasoning::185
"The day had plenty of wins at the store, but there's one small thing about the cleanup that went wrong that I can't seem to let go of.",Mental Filter,en,Mental Filter::94752
"The interviewer's expression changed partway through my interview, and I left work convinced I already know the outcome.",Jumping to Conclusions,en,Jumping to Conclusions::64888
"I got rejected from this job after preparing for an afternoon, I will never get hired anywhere.",Overgeneralization,en,Overgeneralization::57729
"A single line in the pitch feedback stood out to me, and by tonight I'd convinced myself the entire thing would fall apart.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::13613
"My mom and I saw things differently about the concert, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
"The day had plenty of wins at the airport, but there's one small thing about the presentation that went wrong that I can't seem to let go of.",Mental Filter,en,Mental Filter::94752
"People seemed to enjoy the design, but I keep circling back to the single comment that wasn't glowing.",Mental Filter,en,Mental Filter::45848
"I spent the a day resting instead of working on the presentation, and I can't shake the feeling that I wasted the time.",Should Statements,en,Should Statements::10654
There's a creak in the kitchen that I noticed this evening. I lay awake running through everything that could go wrong because of it.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::70234
"The interviewer's expression changed partway through my audition, and I left the gym convinced I already know the outcome.",Jumping to Conclusions,en,Jumping to Conclusions::64888
"I didn't finish every item on my dishes list, so tonight feels like a wasted a few hours even though I got most of it done.",Black & White Thinking,en,Black & White Thinking::76793
"Either I am the best at coding, or there is no point trying at all.",Black & White Thinking,en,Black & White Thinking::92415
There's a draft in the basement that I noticed this evening. I lay awake running through everything that could go wrong because of it.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::70234
"I didn't finish every item on my yard work list, so tonight feels like a wasted an afternoon even though I got most of it done.",Black & White Thinking,en,Black & White Thinking::76793
There's a creak in the basement that I noticed this evening. I lay awake running through everything that could go wrong because of it.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::70234
"My team lost the race, it's entirely my fault for missing that one play during a few hours.",Personalization,en,Personalization::63226
"I feel disconnected from my brother right now, which makes it hard to believe that anyone actually wants me around at the clinic.",Emotional Reasoning,en,Emotional Reasoning::185
"My boss said a lot of kind things today, but there's one offhand remark that's the only part I can remember clearly.",Mental Filter,en,Mental Filter::14089
"My colleague and I saw things differently about the party, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
I sent the deal update and haven't heard anything back yet. Part of me has already written the ending to this.,Jumping to Conclusions,en,Jumping to Conclusions::65531
"My mom and I saw things differently about the gathering, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
One scratch in the office and I'm sure the whole thing is going to collapse.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::33238
"The reunion had a lot of nice moments, but the one awkward part at work is the only thing I can file it under now.",Black & White Thinking,en,Black & White Thinking::48217
"My brother and I saw things differently about the wedding, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
"The report feedback was mostly encouraging, yet somehow it's the one line of critique that's occupying my whole evening at building.",Mental Filter,en,Mental Filter::49421
"There's a heaviness I can't shake tonight in the apartment, and I keep assuming it means something bad is coming to my standing at work.",Emotional Reasoning,en,Emotional Reasoning::82233
The basement creaked a little louder than usual tonight and I found myself Googling structural failures at 1am.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::81089
"The car made a strange sound on the way to work, and now I can't stop imagining it breaking down somewhere dangerous.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::55063
I sent the meeting update and haven't heard anything back yet. Part of me has already written the ending to this.,Jumping to Conclusions,en,Jumping to Conclusions::65531
"The presentation feedback was mostly encouraging, yet somehow it's the one line of critique that's occupying my whole evening at garage.",Mental Filter,en,Mental Filter::49421
"I got through most of the recipe without issue, but the one snag is what's stuck with me all an afternoon.",Mental Filter,en,Mental Filter::27925
"My manager asked to 'chat' about the assignment tomorrow, and I've spent the evening assuming it means the worst possible outcome.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::5509
The doctor mentioned my wrist looked slightly heavy on the scan. I spent the whole drive home assuming the worst.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::80783
"The wedding went well overall, but there's a small moment from it with my brother that I keep replaying instead of anything else.",Mental Filter,en,Mental Filter::24053
"My sister snapped at me today, and it's made me think back to every other time someone's been short with me lately at school.",Overgeneralization,en,Overgeneralization::96418
"I made one mistake in the report, so the whole thing was a complete failure.",Black & White Thinking,en,Black & White Thinking::4471
"The car made a strange sound on the way to the gym, and now I can't stop imagining it breaking down somewhere dangerous.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::55063
"I forgot an important date for my boss again this year. It's starting to feel like a pattern I can't break, no matter how much I try.",Overgeneralization,en,Overgeneralization::76483
"My dad disagreed with me on one small thing about the gathering, and for the rest of the conversation I felt like we were on completely different sides.",Black & White Thinking,en,Black & White Thinking::69228
"Nothing about today's gathering went the way I planned, and lately it feels like that's just become the norm.",Overgeneralization,en,Overgeneralization::69207
The doctor mentioned my back looked slightly dizzy on the scan. I spent the whole drive home assuming the worst.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::80783
"I won the race, but I didn't beat my personal best, so it was a failure performance.",Mental Filter,en,Mental Filter::6543
"I forgot friend's birthday, I always mess up the things that matter to people.",Overgeneralization,en,Overgeneralization::77955
"The wedding went well overall, but there's a small moment from it with my boss that I keep replaying instead of anything else.",Mental Filter,en,Mental Filter::24053
"The party was full of good moments, but my mind keeps returning to the one that didn't land.",Mental Filter,en,Mental Filter::6360
"The gathering went well overall, but there's a small moment from it with my brother that I keep replaying instead of anything else.",Mental Filter,en,Mental Filter::24053
"Almost everything about the trip to school went smoothly, except for one hiccup that's somehow become the whole story I tell about it.",Mental Filter,en,Mental Filter::22174
"My boss didn't get the role they wanted, and somehow I've attached myself to the reasons why.",Personalization,en,Personalization::27345
I skipped one workout this an afternoon and I've been telling myself the whole a week is a write-off.,Black & White Thinking,en,Black & White Thinking::73395
"I feel so hopeless about the pitch, so things will never get better.",Emotional Reasoning,en,Emotional Reasoning::12965
"I got through most of the presentation without issue, but the one snag is what's stuck with me all a week.",Mental Filter,en,Mental Filter::27925
"I wasn't invited to the outdoor event this time, and I've built an entire story in my head about why, without asking my boss.",Jumping to Conclusions,en,Jumping to Conclusions::46779
My wrist has felt a bit sore since this morning. I keep picturing the worst-case scenario in the house.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::34768
"I got through most of the chore without issue, but the one snag is what's stuck with me all a week.",Mental Filter,en,Mental Filter::27925
Two people were talking quietly by the house and glanced over. I spent the rest of the a week assuming it was about me.,Jumping to Conclusions,en,Jumping to Conclusions::68654
"I won the match, but I didn't beat my personal best, so it was a embarrassment performance.",Mental Filter,en,Mental Filter::6543
"I got some unexpected news about my project today, and my mind immediately jumped to losing everything over it.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::22494
"The scooter made a strange sound on the way to the airport, and now I can't stop imagining it breaking down somewhere dangerous.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::55063
"If my brother doesn't encourage me completely, then it means they must avoid me entirely.",Black & White Thinking,en,Black & White Thinking::30690
"I tripped in front of a group of people at the apartment today, and it's the third clumsy thing that's happened to me this a week alone.",Overgeneralization,en,Overgeneralization::30510
"I hold myself to never showing I'm struggling with the cleanup, and today at work I couldn't keep that up.",Should Statements,en,Should Statements::11398
"I missed the deadline for this report, and looking back, deadlines have been a recurring struggle for me this whole a week.",Overgeneralization,en,Overgeneralization::66655
"I feel exhausted just thinking about the assignment, and that tiredness has turned into a belief that I simply can't do it.",Emotional Reasoning,en,Emotional Reasoning::77324
"The review for the project had nine positive comments and one suggestion, but all I can think about is that one criticism.",Mental Filter,en,Mental Filter::20061
"My cousin yelled at me, people are always so resent towards me.",Overgeneralization,en,Overgeneralization::12447
"The dinner was full of good moments, but my mind keeps returning to the one that didn't land.",Mental Filter,en,Mental Filter::6360
"I didn't finish every item on my yard work list, so tonight feels like a wasted a day even though I got most of it done.",Black & White Thinking,en,Black & White Thinking::76793
"It's been a while since the dinner, and I keep expecting myself to have moved past it by now.",Should Statements,en,Should Statements::42340
This is the second test in a row that didn't go anywhere. I'm starting to wonder if this is just how it's going to keep going for my standing at work.,Overgeneralization,en,Overgeneralization::92430
"My roommate has seemed a bit off this a week, and I've quietly started assuming I'm the reason.",Personalization,en,Personalization::92773
"The interviewer's expression changed partway through my meeting, and I left the airport convinced I already know the outcome.",Jumping to Conclusions,en,Jumping to Conclusions::64888
"My wrist felt warm for a second, this is going to be a total catastrophe.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::73941
"The review for the report had nine positive comments and one suggestion, but all I can think about is that one criticism.",Mental Filter,en,Mental Filter::20061
"The results for the contest haven't been posted yet, but I've already told myself how badly it's going to go.",Jumping to Conclusions,en,Jumping to Conclusions::71938
"I won the match, but I didn't beat my personal best, so it was a disappointment performance.",Mental Filter,en,Mental Filter::6543
"I made a mistake in the report, but I corrected it and my manager said it was fine.",No Distortion,en,No Distortion::71861
The cousin seemed distracted during our call about the pitch. I've been assuming it's about something I said last a day.,Jumping to Conclusions,en,Jumping to Conclusions::48973
"My friend didn't get the job they wanted, and somehow I've attached myself to the reasons why.",Personalization,en,Personalization::27345
"The match results were solid, but I keep zeroing in on the single category where I placed lower.",Mental Filter,en,Mental Filter::3899
"I got through most of the recipe without issue, but the one snag is what's stuck with me all a week.",Mental Filter,en,Mental Filter::27925
"I tripped in front of a group of people at the kitchen today, and it's the third clumsy thing that's happened to me this a few hours alone.",Overgeneralization,en,Overgeneralization::30510
"Everyone complimented my song, but my dad was quiet, so they must secretly hate it.",Mental Filter,en,Mental Filter::20525
"I got mostly positive feedback on the song, but the single hesitant comment from my dad is the only one I can actually recall.",Mental Filter,en,Mental Filter::16282
Two people were talking quietly by the apartment and glanced over. I spent the rest of the a few hours assuming it was about me.,Jumping to Conclusions,en,Jumping to Conclusions::68654
"I feel guilty about gathering, so I must have done something truly terrible.",Emotional Reasoning,en,Emotional Reasoning::3964
"My cousin didn't get the role they wanted, and somehow I've attached myself to the reasons why.",Personalization,en,Personalization::27345
"There's a heaviness I can't shake tonight in the kitchen, and I keep assuming it means something bad is coming to my reputation.",Emotional Reasoning,en,Emotional Reasoning::82233
"The day had plenty of wins at the clinic, but there's one small thing about the project that went wrong that I can't seem to let go of.",Mental Filter,en,Mental Filter::94752
"I spent the a week resting instead of working on the recipe, and I can't shake the feeling that I wasted the time.",Should Statements,en,Should Statements::10654
"I tripped in front of a group of people at the basement today, and it's the third clumsy thing that's happened to me this a week alone.",Overgeneralization,en,Overgeneralization::30510
"I don't feel ready for the party, and that feeling alone has convinced me I'm not actually ready.",Emotional Reasoning,en,Emotional Reasoning::24795
"I didn't finish every item on my vacuuming list, so tonight feels like a wasted a week even though I got most of it done.",Black & White Thinking,en,Black & White Thinking::76793
"I got rejected from this job after preparing for a few hours, I will never get hired anywhere.",Overgeneralization,en,Overgeneralization::57729
"My gut has been uneasy about the project all a week, and I've stopped questioning whether that unease is accurate.",Emotional Reasoning,en,Emotional Reasoning::98586
"My brother snapped at me today, and it's made me think back to every other time someone's been short with me lately at the airport.",Overgeneralization,en,Overgeneralization::96418
"I disagreed with my partner, but we talked it out over an afternoon and came to an understanding.",No Distortion,en,No Distortion::48873
"My partner has been quiet lately in the apartment, it must be something I did.",Personalization,en,Personalization::36661
"Everyone complimented my presentation, but my boss was quiet, so they must secretly hate it.",Mental Filter,en,Mental Filter::20525
Two people were talking quietly by the garage and glanced over. I spent the rest of the a day assuming it was about me.,Jumping to Conclusions,en,Jumping to Conclusions::68654
"The tournament didn't go my way this time, but I can see a few things I'll try differently next time.",No Distortion,en,No Distortion::84276
"I got mostly positive feedback on the photo, but the single hesitant comment from my roommate is the only one I can actually recall.",Mental Filter,en,Mental Filter::16282
"My dad pointed out one thing I could improve on the song, and I stopped seeing anything good in it after that.",Black & White Thinking,en,Black & White Thinking::24491
"I spent the an afternoon resting instead of working on the presentation, and I can't shake the feeling that I wasted the time.",Should Statements,en,Should Statements::10654
There's a crack in the building that I noticed this evening. I lay awake running through everything that could go wrong because of it.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::70234
"One part of the code needs revision, and now I keep referring to the whole draft as a failure.",Black & White Thinking,en,Black & White Thinking::94653
"My boss scheduled a meeting about the code, they're definitely going to reprimand me.",Jumping to Conclusions,en,Jumping to Conclusions::85067
"I forgot an important date for my mom again this year. It's starting to feel like a pattern I can't break, no matter how much I try.",Overgeneralization,en,Overgeneralization::76483
"I hold myself to never showing I'm struggling with the assignment, and today at the gym I couldn't keep that up.",Should Statements,en,Should Statements::11398
"I lost the game again, and it's hard not to feel like winning just isn't something that happens for me.",Overgeneralization,en,Overgeneralization::32132
I know I'm going to bomb this exam no matter how much I practice.,Jumping to Conclusions,en,Jumping to Conclusions::84865
"I hold a pretty rigid picture of how a good opportunity looks, and today didn't come close to matching it.",Should Statements,en,Should Statements::95584
"There's a heaviness I can't shake tonight in the garage, and I keep assuming it means something bad is coming to my standing at work.",Emotional Reasoning,en,Emotional Reasoning::82233
"Something about today's party just feels off, and I've been treating that feeling like solid proof that something is actually wrong.",Emotional Reasoning,en,Emotional Reasoning::58616
"I won the contest, but I didn't beat my personal best, so it was a disappointment performance.",Mental Filter,en,Mental Filter::6543
My brother was quieter than usual at dinner. I've been replaying the last a day trying to figure out what I did wrong at office.,Jumping to Conclusions,en,Jumping to Conclusions::98322
"My brother didn't react the way I expected after everything I did for them at the dinner, and I keep stewing over how unfair that feels.",Should Statements,en,Should Statements::70302
"The gathering didn't go as smoothly as hoped, and I keep replaying my part in it, wondering what I could have done differently.",Personalization,en,Personalization::45663
"My colleague has seemed a bit off this an afternoon, and I've quietly started assuming I'm the reason.",Personalization,en,Personalization::92773
"It's been an ordinary week -- some things went well at work, a couple of things didn't, and that's alright.",No Distortion,en,No Distortion::98379
I burned the meal again tonight. Cooking has started to feel like something I'm just not cut out for.,Overgeneralization,en,Overgeneralization::45064
"My friend and I saw things differently about the wedding, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
"If this budget review fails, it will be an absolute nightmare and my career is finished.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::40874
"I didn't finish every item on my laundry list, so tonight feels like a wasted a week even though I got most of it done.",Black & White Thinking,en,Black & White Thinking::76793
"I've had a knot in my stomach all an afternoon about the presentation, and it's hard not to take that as a sign of how it's going to go.",Emotional Reasoning,en,Emotional Reasoning::707
"The contest results were solid, but I keep zeroing in on the single category where I placed lower.",Mental Filter,en,Mental Filter::3899
"My gut has been uneasy about the project all a few hours, and I've stopped questioning whether that unease is accurate.",Emotional Reasoning,en,Emotional Reasoning::98586
I know I'm going to bomb this test no matter how much I rehearse.,Jumping to Conclusions,en,Jumping to Conclusions::84865
"The party had a lot of nice moments, but the one awkward part at the store is the only thing I can file it under now.",Black & White Thinking,en,Black & White Thinking::48217
"A single line in the proposal feedback stood out to me, and by tonight I'd convinced myself the entire thing would fall apart.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::13613
"Either I am the best at math, or there is no point trying at all.",Black & White Thinking,en,Black & White Thinking::92415
This is the second exam in a row that didn't go anywhere. I'm starting to wonder if this is just how it's going to keep going for my reputation.,Overgeneralization,en,Overgeneralization::92430
"My partner disagreed with me on one small thing about the dinner, and for the rest of the conversation I felt like we were on completely different sides.",Black & White Thinking,en,Black & White Thinking::69228
"The code feedback was mostly encouraging, yet somehow it's the one line of critique that's occupying my whole evening at apartment.",Mental Filter,en,Mental Filter::49421
"If my cousin doesn't encourage me completely, then it means they must resent me entirely.",Black & White Thinking,en,Black & White Thinking::30690
I know I'm going to bomb this meeting no matter how much I practice.,Jumping to Conclusions,en,Jumping to Conclusions::84865
"My dad has seemed a bit off this a few hours, and I've quietly started assuming I'm the reason.",Personalization,en,Personalization::92773
"I hold myself to never showing I'm struggling with the recipe, and today at the clinic I couldn't keep that up.",Should Statements,en,Should Statements::11398
"My friend has seemed a bit off this a few hours, and I've quietly started assuming I'm the reason.",Personalization,en,Personalization::92773
My chest has felt a bit tingly since this morning. I keep picturing the worst-case scenario in the basement.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::34768
"There wasn't a clear right answer in the interview, which somehow made me feel like I'd already failed it completely.",Black & White Thinking,en,Black & White Thinking::10028
"A single line in the deal feedback stood out to me, and by tonight I'd convinced myself the entire thing would fall apart.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::13613
"The results for the game haven't been posted yet, but I've already told myself how badly it's going to go.",Jumping to Conclusions,en,Jumping to Conclusions::71938
My back has felt a bit tingly since this morning. I keep picturing the worst-case scenario in the garage.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::34768
"The project feedback was mostly encouraging, yet somehow it's the one line of critique that's occupying my whole evening at apartment.",Mental Filter,en,Mental Filter::49421
"My roommate has been quiet lately in the basement, it must be something I did.",Personalization,en,Personalization::36661
"I made a typo in the code, but I corrected it and my manager said it was fine.",No Distortion,en,No Distortion::71861
"If this presentation fails, it will be an absolute catastrophe and my future is finished.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::40874
I skipped one workout this a day and I've been telling myself the whole an afternoon is a write-off.,Black & White Thinking,en,Black & White Thinking::73395
"The dog hasn't been eating well at kitchen, and I've been wondering what I might have changed that caused it.",Personalization,en,Personalization::10998
"The scooter made a strange sound on the way to the gym, and now I can't stop imagining it breaking down somewhere dangerous.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::55063
"I keep holding myself to a version of this internship where I never make a single mistake, and falling short of that eats at me.",Should Statements,en,Should Statements::19440
"The dinner went well overall, but there's a small moment from it with my brother that I keep replaying instead of anything else.",Mental Filter,en,Mental Filter::24053
"The mood at the gathering felt a little flat, and I've spent the ride home from school wondering if it was something about how I showed up.",Personalization,en,Personalization::41215
The cousin closed the door to their office right as I walked past. I've already decided what that means for my role.,Jumping to Conclusions,en,Jumping to Conclusions::70489
Another party ended the same way the last one did. I'm starting to see a theme in how these things go for me and my partner.,Overgeneralization,en,Overgeneralization::45962
My back has felt a bit stiff since this morning. I keep picturing the worst-case scenario in the kitchen.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::34768
"I feel exhausted just thinking about the chore, and that tiredness has turned into a belief that I simply can't do it.",Emotional Reasoning,en,Emotional Reasoning::77324
"The cat hasn't been eating well at garage, and I've been wondering what I might have changed that caused it.",Personalization,en,Personalization::10998
"My sister has seemed a bit off this an afternoon, and I've quietly started assuming I'm the reason.",Personalization,en,Personalization::92773
"I feel disconnected from my colleague right now, which makes it hard to believe that anyone actually wants me around at the clinic.",Emotional Reasoning,en,Emotional Reasoning::185
"One part of the assignment needs revision, and now I keep referring to the whole draft as a waste.",Black & White Thinking,en,Black & White Thinking::94653
"There's a heaviness I can't shake tonight in the garage, and I keep assuming it means something bad is coming to my reputation.",Emotional Reasoning,en,Emotional Reasoning::82233
"My cousin and I saw things differently about the gathering, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
The colleague closed the door to their office right as I walked past. I've already decided what that means for my promotion.,Jumping to Conclusions,en,Jumping to Conclusions::70489
"My team lost the game, it's entirely my fault for missing that one play during a week.",Personalization,en,Personalization::63226
"My cousin didn't react the way I expected after everything I did for them at the outdoor event, and I keep stewing over how unfair that feels.",Should Statements,en,Should Statements::70302
My eye has felt a bit stiff since this morning. I keep picturing the worst-case scenario in the kitchen.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::34768
"Almost everything about the trip to the store went smoothly, except for one hiccup that's somehow become the whole story I tell about it.",Mental Filter,en,Mental Filter::22174
"A conversation between two coworkers went quiet when I walked into the building, and I've decided it must have been about something I did.",Personalization,en,Personalization::7371
"Something in me feels certain the audition will go badly, even though I can't point to a single real reason why.",Emotional Reasoning,en,Emotional Reasoning::8945
"My partner pointed out one thing I could improve on the painting, and I stopped seeing anything good in it after that.",Black & White Thinking,en,Black & White Thinking::24491
"I should be over this reunion by now, there's something wrong with me for still feeling this way after a day.",Should Statements,en,Should Statements::63563
"My cousin took longer than usual to reply to my message, and I've decided that means something is wrong between us regarding the gathering.",Jumping to Conclusions,en,Jumping to Conclusions::50181
"The anxiety before the interview feels like a warning, so I've been treating it as one.",Emotional Reasoning,en,Emotional Reasoning::84470
Two people were talking quietly by the basement and glanced over. I spent the rest of the an afternoon assuming it was about me.,Jumping to Conclusions,en,Jumping to Conclusions::68654
"My partner handled the dinner differently than I would have, and it's been bothering me all a week that they didn't do it 'right.'",Should Statements,en,Should Statements::57704
"I'm a little tired after the presentation, so I'm going to take it easy in the house tonight and pick things back up tomorrow.",No Distortion,en,No Distortion::89305
"I missed the deadline for this assignment, and looking back, deadlines have been a recurring struggle for me this whole a day.",Overgeneralization,en,Overgeneralization::66655
"I feel exhausted just thinking about the report, and that tiredness has turned into a belief that I simply can't do it.",Emotional Reasoning,en,Emotional Reasoning::77324
"I didn't finish every item on my cleaning list, so tonight feels like a wasted a few hours even though I got most of it done.",Black & White Thinking,en,Black & White Thinking::76793
"I've had a knot in my stomach all a day about the meeting, and it's hard not to take that as a sign of how it's going to go.",Emotional Reasoning,en,Emotional Reasoning::707
"The outdoor event had a lot of nice moments, but the one awkward part at work is the only thing I can file it under now.",Black & White Thinking,en,Black & White Thinking::48217
"Everyone complimented my photo, but my boss was quiet, so they must secretly hate it.",Mental Filter,en,Mental Filter::20525
"The deal feedback was mostly encouraging, yet somehow it's the one line of critique that's occupying my whole evening at garage.",Mental Filter,en,Mental Filter::49421
"I don't feel ready for the trip, and that feeling alone has convinced me I'm not actually ready.",Emotional Reasoning,en,Emotional Reasoning::24795
"If this deal fails, it will be an absolute catastrophe and my career is finished.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::40874
"My partner has seemed a bit off this a week, and I've quietly started assuming I'm the reason.",Personalization,en,Personalization::92773
My friend was quieter than usual at dinner. I've been replaying the last a week trying to figure out what I did wrong at building.,Jumping to Conclusions,en,Jumping to Conclusions::98322
"My cousin didn't get the promotion they wanted, and somehow I've attached myself to the reasons why.",Personalization,en,Personalization::27345
Two people were talking quietly by the office and glanced over. I spent the rest of the a day assuming it was about me.,Jumping to Conclusions,en,Jumping to Conclusions::68654
"I feel disconnected from my sister right now, which makes it hard to believe that anyone actually wants me around at school.",Emotional Reasoning,en,Emotional Reasoning::185
"The review for the meeting had nine positive comments and one suggestion, but all I can think about is that one criticism.",Mental Filter,en,Mental Filter::20061
"I got mostly positive feedback on the essay, but the single hesitant comment from my sister is the only one I can actually recall.",Mental Filter,en,Mental Filter::16282
The cousin seemed distracted during our call about the project. I've been assuming it's about something I said last a few hours.,Jumping to Conclusions,en,Jumping to Conclusions::48973
"My partner ought to always be polite, and it infuriates me when they aren't.",Should Statements,en,Should Statements::98684
"My friend and I saw things differently about the concert, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
"I got mostly positive feedback on the essay, but the single hesitant comment from my mom is the only one I can actually recall.",Mental Filter,en,Mental Filter::16282
"I feel disconnected from my partner right now, which makes it hard to believe that anyone actually wants me around at the store.",Emotional Reasoning,en,Emotional Reasoning::185
"I ate one thing off my usual routine today, and somehow that turned into skipping the rest of the day's plan for my errands entirely.",Black & White Thinking,en,Black & White Thinking::89303
"The wedding went well overall, but there's a small moment from it with my partner that I keep replaying instead of anything else.",Mental Filter,en,Mental Filter::24053
"The dinner didn't go as well as planned, and I keep going over my choices as if the whole thing rested on me.",Personalization,en,Personalization::21367
One flicker in the building and I'm sure the whole thing is going to collapse.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::33238
"I feel like I don't belong in this kitchen, and that feeling has quietly become the whole story I believe about myself here.",Emotional Reasoning,en,Emotional Reasoning::14706
"The project came in under expectations, and even though several people worked on it, I keep centering the blame on my own part.",Personalization,en,Personalization::5241
"I feel like a fraud at work, so I must actually be bad at my position.",Emotional Reasoning,en,Emotional Reasoning::21998
"The phone stopped working right when I needed it most for the code, just like the last three things I've relied on.",Overgeneralization,en,Overgeneralization::93974
"The dinner had a lot of nice moments, but the one awkward part at work is the only thing I can file it under now.",Black & White Thinking,en,Black & White Thinking::48217
I noticed my name mentioned quietly in the kitchen and immediately assumed the worst about what was being said.,Jumping to Conclusions,en,Jumping to Conclusions::73426
"Today at the gym was a mix of good and less-good moments, and that feels pretty normal to me.",No Distortion,en,No Distortion::8927
There's a stain in the building that I noticed this evening. I lay awake running through everything that could go wrong because of it.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::70234
"Things felt tense at the wedding today, and I've quietly taken on responsibility for the whole atmosphere.",Personalization,en,Personalization::30537
"My partner and I saw things differently about the wedding, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
"My colleague and I saw things differently about the reunion, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
The doctor mentioned my shoulder looked slightly painful on the scan. I spent the whole drive home assuming the worst.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::80783
"My partner and I saw things differently about the trip, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
"One part of the budget review needs revision, and now I keep referring to the whole draft as a embarrassment.",Black & White Thinking,en,Black & White Thinking::94653
"My colleague and I saw things differently about the dinner, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
"The day had plenty of wins at the airport, but there's one small thing about the assignment that went wrong that I can't seem to let go of.",Mental Filter,en,Mental Filter::94752
"My boss and I saw things differently about the reunion, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
"I felt nervous before the presentation, so I gave myself some time to prepare and it went reasonably well.",No Distortion,en,No Distortion::29632
"Things felt tense at the dinner today, and I've quietly taken on responsibility for the whole atmosphere.",Personalization,en,Personalization::30537
