text,distortion_label,language
Sometimes I wonder how people cope with their problems. Do they just pretend everything is fine when it's not?,Magnification and Catastrophizing,en
"If someone as successful as my role model had trouble finding their place, maybe that's where I'm headed too?",Emotional Reasoning,en
"Sometimes, when I see old photos of myself, I feel like I've lost touch with who I used to be. Is there a way to reconnect?",Emotional Reasoning,en
The image on my phone of that incredible mountain landscape keeps getting interrupted by thoughts of how it's all going to be destroyed by climate change.,Mental Filter,en
"If only my partner could understand me, we'd be fine. But they don't get it, so I must be crazy.",Emotional Reasoning,en
"When people say things that hurt me, I feel like they're cutting deep without even knowing it. It's like they have a scalpel and are slicing away at my self-confidence.",Black & White Thinking,en
I feel like I'm just going through the motions every day without any real sense of purpose or direction.,Should Statements,en
It's like there's a constant voice in my head telling me what I'm doing wrong and how I should be doing it better.,Should Statements,en
"It's easy to get caught up in expectations and what others think of me. But at the end of the day, am I truly living for myself or someone else?",No Distortion,en
What if I get into a car accident on the way to work? What if I'm really hurt and end up in a wheelchair forever?,Magnification and Catastrophizing,en
"I'm starting to feel overwhelmed at work, wondering if it's because my colleagues don't respect my boundaries or my contributions.",Personalization,en
I'm feeling a mix of relief and frustration after the meeting with my boss. It's clear we need to revisit some of these strategies.,No Distortion,en
"""I recall what my teacher said: 'Mistakes are opportunities to learn and grow.' I try to keep that in mind when things don't go as planned.",No Distortion,en
"If I don't start eating healthy, I'll get sick – that's what happened last time. Maybe I'm just not meant to take care of myself.",Magnification and Catastrophizing,en
I keep thinking about what my high school teacher said once – something about people's behavior reflecting on us. Maybe that's why everything seems so personal.,Personalization,en
Sometimes I wonder if I'm just setting myself up for disappointment by expecting things to turn out perfectly every time.,Black & White Thinking,en
It's like there's a weight on my chest whenever I think about not meeting expectations.,Should Statements,en
It's like there's this pressure in the back of my mind saying 'you should be doing better.',Should Statements,en
"In moments like these, it helps to recall how far I've come and what strengths I bring to the table.",No Distortion,en
Her silence is deafening - it means she's avoiding me.,Jumping to Conclusions,en
"I asked my sister for advice last week, and she gave me this generic response. Guess that's all I can expect from her.",Jumping to Conclusions,en
I've been noticing how anxious I get when planning trips with friends. It feels like every little thing is going to go wrong if we don't do it exactly as planned.,Overgeneralization,en
"I keep getting caught in the same patterns of negative thinking, no matter how hard I try to break free.",Overgeneralization,en
"She just laughed at my joke, and now I think people are only pretending to like me.",Overgeneralization,en
"""I just know this is going to be a disaster."" What if it's actually one of the best experiences of my life?",Jumping to Conclusions,en
"Maybe if I just worked harder, I'd finally get noticed at work. But deep down, do I even believe in myself?",Magnification and Catastrophizing,en
I've had it up to here with this situation! Something has got to change – and fast!,Black & White Thinking,en
Today's rain made me wish I had chosen to spend the day indoors and done something more productive.,Mental Filter,en
Sometimes I get this feeling like people are trying to manipulate me with their words. Maybe I'm just too trusting.,Jumping to Conclusions,en
"I find myself stuck on analyzing every detail of that one situation, no matter how insignificant it seems in the grand scheme.",Mental Filter,en
"In all honesty, I don't know if I'd be better off without social media or not. It's complicated – sometimes it feels like a waste of time, but other times it helps me stay connected with friends.",No Distortion,en
"I keep replaying that one argument with my friend in my head, it's just not over yet.",Magnification and Catastrophizing,en
"Today was a day full of challenges, yet all I can remember is one tiny issue that didn't quite meet my expectations.",Mental Filter,en
"Every small mistake feels like a harbinger of doom, I'm just waiting for the other shoe to drop.",Magnification and Catastrophizing,en
"This traffic jam is really frustrating. Maybe if I left earlier or took a different route, I wouldn't be stuck here now.",Personalization,en
The world outside looks dull today; maybe it's because I'm focusing so much on how my favorite store is having a sale without any discounts for me.,Mental Filter,en
"If only I had a better work-life balance, I'd be more productive and happier.",Should Statements,en
"If she said it was 'fine' when I asked her about my gift, what does that even mean? Does it really take this much effort for someone to just say thanks?",Jumping to Conclusions,en
Just because someone doesn't say 'thank you' right away doesn't mean they appreciate what we're doing for them.,Jumping to Conclusions,en
"If only I had done X, Y, Z, maybe the outcome wouldn't have been so bad. But I didn't.",Personalization,en
Why do things only start working out when I take complete charge? Shouldn't others want a share of responsibility too?,Personalization,en
"We've been together for years, but every fight is just a sign that he's losing interest in me.",Overgeneralization,en
"When the clock strikes 5 PM on Fridays, I'm sure my team is relieved to be leaving behind my lack of productivity.",Jumping to Conclusions,en
Our team at work hasn't met our sales targets in months. Is it because of my leadership or something else entirely?,Personalization,en
I've started noticing how often others point out what's 'wrong' with me. Does that mean they genuinely see flaws or are they just mirroring my self-doubt?,Personalization,en
It's like there's a voice in my head saying 'you'll never get it right' whenever I make a mistake.,Should Statements,en
I can sense when people are hiding something from me. That's just what happens with new colleagues.,Jumping to Conclusions,en
"If I make one mistake on the job, it's like I'm doomed to fail at everything else too.",Black & White Thinking,en
"I wish I could shake off the feeling of being a burden to others. If it's this hard for me to ask for help, does that mean I'm just not worthy of support?",Emotional Reasoning,en
"If I'm late for this meeting, they'll think I don't care about my job and I'll get fired.",Magnification and Catastrophizing,en
I just can't seem to catch a break. Everything falls apart when I get involved – it's like a pattern.,Black & White Thinking,en
"After getting rejected from another internship, I caught myself thinking – what's wrong with me? Can't I get one break?",Overgeneralization,en
"This noise is driving me crazy. What if it's not just a normal sound, but something more sinister?",Magnification and Catastrophizing,en
"He said I'm not good enough for this job, and honestly, he might be right. What if I've been fooling myself all along?",Overgeneralization,en
"Every time we go out to eat and the food is bad, I think maybe it's because I chose that restaurant.",Personalization,en
"I couldn't sleep last night, thinking about the upcoming exam. What if I fail miserably?",Jumping to Conclusions,en
"When I'm at home, and there's an empty space on the wall where I was planning to hang something, it feels like a sign that everything is falling apart.",Jumping to Conclusions,en
"Given everything we know now, maybe we should have anticipated that this particular challenge would arise. But that's the beauty of learning from our experiences.",No Distortion,en
Why do I always get anxious before presentations? It's like I'm expecting something to go horribly wrong.,Overgeneralization,en
I feel like I'm constantly comparing myself to others and coming up short.,Black & White Thinking,en
I feel like I'm the reason my daughter's friend didn't come over to play today.,Personalization,en
"Why did she have to say that? It was like a punch to the gut, and now I'm questioning everything I thought we had.",Black & White Thinking,en
I wish I could just silence that inner critic for once and let myself relax.,Should Statements,en
"When we moved into this apartment, the neighbors seemed friendly at first. Now they seem distant; did I do something to offend them?",Personalization,en
My son's struggles in math might be because I'm not spending enough time helping him study.,Personalization,en
It's hard not to compare myself when others seem to be doing better than me. Especially in situations where there are clear winners and losers.,Black & White Thinking,en
"My mom keeps telling me how proud she is of me. But deep down, I think I'm not good enough for anyone to be proud of.",Overgeneralization,en
Mornings like today are just setting the tone for a chaotic day ahead.,Jumping to Conclusions,en
It seems like everyone around me has their life together except for me. But then I think about how my friends all have their own struggles and imperfections too.,No Distortion,en
Why do some experiences leave me feeling like I'm missing out on something even though others might not see it that way?,Mental Filter,en
Why do I always wake up feeling like I've failed? It's as if my subconscious is trying to remind me of all the things I didn't accomplish yesterday. Maybe today will be better.,Emotional Reasoning,en
Everything falls apart when I'm around. I'm just too much to handle.,Overgeneralization,en
I keep replaying my past in my head and beating myself up over mistakes I made. Maybe that's not the healthiest way to cope.,Emotional Reasoning,en
Why do I always feel guilty when I take a break from work? Like I'm shirking my responsibilities or something.,Should Statements,en
"It's weird how every time my car breaks down, it seems to happen on days when I'm already feeling stressed. Is that just coincidence or am I somehow putting myself through this?",Personalization,en
His friendliness towards me is just a facade - they're all talking behind my back.,Jumping to Conclusions,en
"Maybe if I just stayed in bed today, everything would magically work itself out. Wouldn't that be nice?",Magnification and Catastrophizing,en
'Why do you always have to make things so complicated?' my partner asks me. Maybe that's just a projection of their own anxiety?,Emotional Reasoning,en
It makes no sense to me why I'm so hard on myself when I make a mistake. It's just an opportunity to learn.,Should Statements,en
"My partner gets frustrated with me when I'm late. Maybe if I was more punctual, they wouldn't get so upset.",Personalization,en
Sometimes I get this feeling like people are watching me from across the room. Maybe I'm just paranoid.,Jumping to Conclusions,en
I've been in therapy for months and still can't shake this feeling of inadequacy.,Overgeneralization,en
He told me I was being too sensitive about that one thing. But maybe he just doesn't get it.,Overgeneralization,en
"Today, my boss pointed out a single mistake on one of my reports. It's like she thinks I'm incompetent.",Black & White Thinking,en
The news is all doom and gloom these days - what's the point of even getting a job?,Jumping to Conclusions,en
Why do I always end up in these situations where people are counting on me to save them?,Jumping to Conclusions,en
"We had a disagreement with our roommate over household chores. It wasn't fun, but talking it through helped us come up with a solution that worked for everyone.",No Distortion,en
My muscles are tensed just thinking about this exam. Maybe that means I'm already doomed to fail.,Emotional Reasoning,en
"When I'm walking down the street, and people don't make eye contact, it feels like they're judging me.",Jumping to Conclusions,en
"It's just another day, and yet, every little thing seems to be conspiring against me. My car broke down on the way to work; I spilled coffee all over my shirt.",Magnification and Catastrophizing,en
"When things don't go according to plan, my mind immediately starts thinking of all the reasons why it went wrong.",Jumping to Conclusions,en
"I've been journaling about my fears, and now all I can think about are the worst-case scenarios.",Mental Filter,en
"Nothing seems to go right for me when I try new things - take the time at work, for instance.",Mental Filter,en
"When my sibling got into trouble at school, I blamed myself for not being a better role model.",Personalization,en
"Sometimes life feels like it's spinning out of control, but in reality, there are just a lot of moving parts to keep track of.",No Distortion,en
"If every good friend of mine seems to be thriving in their careers while I'm stuck in this rut, maybe there's something fundamentally wrong with me.",Emotional Reasoning,en
"This minor health issue with my pet is giving me more anxiety than it should, especially considering all the good news about their condition recently.",Mental Filter,en
"I had this amazing time at the concert, but now I'm replaying every detail, searching for what went wrong, and that's ruining the memory.",Mental Filter,en
I've been feeling really anxious lately. It's like a constant weight on my shoulders.,Black & White Thinking,en
I keep thinking about all the things I should've done differently in that argument with my sister.,Should Statements,en
"People are so unfair. If they'd just listen to me, none of this would've happened.",Magnification and Catastrophizing,en
"Whenever my partner's mood seems off, I worry that it's because of something I said or did the previous day.",Personalization,en
It's getting harder for me to imagine a future where things go smoothly. Is that just unrealistic?,Overgeneralization,en
Why does it always have to be like this? Why can't things just go smoothly for once?,Magnification and Catastrophizing,en
I've been having trouble with time management and now I'm worried that I'll never be able to balance work and personal life without losing control completely.,Overgeneralization,en
"'You're not good enough,' I hear in my head whenever I try to pursue something new. But what if that's just a lie?",Emotional Reasoning,en
"I'm constantly criticizing myself for not meeting my own standards, and it's draining.",Should Statements,en
Why do I even bother trying new things? It's just a waste of time and energy.,Black & White Thinking,en
"It seems like every time we try to save money, something unexpected happens and we end up overspending.",Overgeneralization,en
"""I'm such a mess today,"" I write in my journal, reflecting on the morning's events. 'That coffee spilled all over my shirt, and now I'm late for work.' My mind starts racing with worst-case scenarios. What if I don't get that promotion because of this small mishap? It wasn't just a spill; it was a sign that everything is going wrong.",Black & White Thinking,en
Every little thing I do seems to be making things worse. If only I could just get it together for once.,Magnification and Catastrophizing,en
"Ugh, I'm going to be late for work again. This is just great – another thing to stress about.",Magnification and Catastrophizing,en
"My anxiety about public speaking is real, but I've practiced enough to feel relatively confident when faced with these situations.",No Distortion,en
"When my teacher assigned the project, they didn't explain the rubric very clearly. Maybe that's on purpose, to make us struggle.",Jumping to Conclusions,en
What if I forget everything and humiliate myself in front of my colleagues?,Magnification and Catastrophizing,en
I feel a knot in my stomach every time I think about the upcoming presentation. It's like I'm trying to convince myself I'll fail.,Should Statements,en
"""If I don't pay off my debt, I'll never be able to afford a house."" Is it possible for me to get a mortgage without having no credit at all?",Jumping to Conclusions,en
"In many ways, losing my job was a blessing in disguise – I got to take some much-needed time off and recharge before finding a new opportunity.",No Distortion,en
"I'm so exhausted today. If I don't get some sleep soon, I'll crash my car on the way home.",Magnification and Catastrophizing,en
"I spilled coffee all over my shirt, and now so will my entire day.",Overgeneralization,en
I've been saving up for that vacation for months and now it's been cancelled due to 'technical issues'. What a joke.,Black & White Thinking,en
I've been trying to learn a new language for years and still can't hold a conversation in it. What's wrong with me?,Black & White Thinking,en
"If things don't go exactly as planned, it feels like the whole world is crashing down around me.",Black & White Thinking,en
Every little thing seems like an insurmountable task when I'm in this mood.,Magnification and Catastrophizing,en
"When I see people doing better than me, I feel this sinking feeling in my stomach – like I'm already defeated.",Black & White Thinking,en
Why do these things always happen to me? Why can't anyone make it on time?,Jumping to Conclusions,en
"I'm convinced that my manager is going to cut my project short. The way she looks at me sometimes, it's like I can see her thinking 'you're not doing this right'.",Jumping to Conclusions,en
I keep replaying our argument in my head and wondering what specific thing I could've done differently.,Personalization,en
"People say I'm too sensitive, but if they only understood what it's like to be me, they'd know why I react this way.",Black & White Thinking,en
What if I'd chosen a different career path? My life would be better now.,Mental Filter,en
"Whenever my friend cancels plans at the last minute, I worry that it's something I said or did that led to their change of heart.",Personalization,en
"The debate with my colleague was heated at times, yet it ultimately led us to a more comprehensive understanding of the topic.",No Distortion,en
This project's been dragging on for months; we'll never meet the deadline.,Jumping to Conclusions,en
Why do I always get nervous when meeting new people? Maybe it's because I'm worried they'll discover how shallow I am.,Overgeneralization,en
"Sometimes when I'm walking home, I catch myself thinking that the world is full of people who want nothing more than to see me fail.",Overgeneralization,en
"She shouldn't be so quick to judge me without hearing my side of the story, but I guess that's just her way.",Should Statements,en
The air seemed charged during our last team meeting. It felt like someone was going to bring up a contentious issue.,Jumping to Conclusions,en
"I tried something new today, and it didn't go well. Guess that confirms what I already knew – I'm not cut out for this.",Black & White Thinking,en
"I've been feeling so anxious about this project meeting today. Every time I think about it, my stomach twists into knots and I feel like I'm going to be sick. It's probably going to go terribly.",Jumping to Conclusions,en
My friends seem to have their lives together. Why can't I just get my act together too?,Overgeneralization,en
"We had a great team project going until our team lead left. If only I'd been more proactive, maybe we wouldn't have lost momentum.",Personalization,en
"I'm starting to doubt everything I do as a parent. Maybe if I spent more time at home and less on work, the kids would be happier.",Personalization,en
What if this audition goes terribly wrong and I humiliate myself on national TV?,Magnification and Catastrophizing,en
It feels like life is full of gray areas and uncertainties. What if embracing those imperfections was key to living a more authentic life?,No Distortion,en
"The world outside seems so chaotic, but at least I have my own space to retreat to when needed – even if it's just for a few minutes.",No Distortion,en
"I'm terrified of public speaking – what if I trip on stage, lose my voice, or say something embarrassing?",Magnification and Catastrophizing,en
"Every time I try to make plans with Sarah, she always seems to find an excuse. It's like she doesn't want to spend time with me, but why wouldn't she?",Jumping to Conclusions,en
It feels like there's this constant pressure to perform and meet expectations.,Should Statements,en
"When John said 'let's catch up soon', I took it as code for 'I don't want to hang out anymore'.",Jumping to Conclusions,en
"When I see other people's accomplishments on social media, sometimes it feels like they're judging me or measuring up my success. But honestly, who am I to compare myself to anyone else?",No Distortion,en
"""Why does it take them so long to respond? Can't they see how much effort I'm putting in?""",Black & White Thinking,en
"""That one disagreement with a friend is all that lingers after the rest of our conversation was so enjoyable.""",Mental Filter,en
What's wrong with me? Why do these tiny bumps keep forming on my skin? It's like my body is betraying me.,Magnification and Catastrophizing,en
"I keep replaying the argument I had with my partner in my head, wondering if I was too loud and if that's what sparked their anger.",Personalization,en
"Every time I see a 'No Vacancy' sign at the gym, it's like they're saying, 'You'll never be able to get a membership here.'",Jumping to Conclusions,en
My boss keeps telling me to 'be realistic' about our project's timeline. I wonder what he really means by that.,Jumping to Conclusions,en
What if everything fell apart tomorrow? I guess it would be nice to have some savings set aside just in case – but that doesn't mean I should live in constant fear of the unknown.,No Distortion,en
This conversation with my boss felt so aggressive. What if he's just waiting for an excuse to fire me?,Magnification and Catastrophizing,en
The clouds are darkening – just like my outlook on life.,Overgeneralization,en
The thought keeps echoing in my head: 'I'm not good enough.' Every mistake becomes a validation that I'll never be worthy.,Overgeneralization,en
"After a string of failed relationships, I wonder if love itself is doomed to be a myth.",Overgeneralization,en
I feel so exhausted after work – it's like my whole body weighs me down. Does that mean I'm just not good enough for this job?,Emotional Reasoning,en
"I keep thinking about the one thing that really hurts, and wondering why it still lingers in my mind so much. Maybe it's time to let go.",Emotional Reasoning,en
I often wonder why people don't understand where I come from. Is it because they think they're better than everyone else?,Overgeneralization,en
"If I'm not successful by the time I'm thirty, then what's the point of even trying?",Black & White Thinking,en
My friend said something that really hurt me and now they just ignore it when I bring it up. What am I even doing trying to talk about this?,Black & White Thinking,en
What if I had invested in that tech startup? My financial situation would be different now.,Mental Filter,en
It's like a weight is crushing me whenever I think about all the mistakes I made last week at work.,Should Statements,en
"""I feel like I'm just pretending to be okay when really I'm a mess inside. Is that what people think of me?""",Emotional Reasoning,en
"""My friend was really upset about the outcome of that game, but we both agreed it was a fair match. We played our hearts out.",No Distortion,en
"""My professor gave us feedback on the assignment – not all of it was positive, but some of it was constructive too.",No Distortion,en
I feel like a failure every time our team doesn't meet its targets - maybe it's because someone's holding us back.,Jumping to Conclusions,en
"If he didn't invite me to his party, it means we're no longer friends.",Jumping to Conclusions,en
"I feel like every time someone criticizes me, they're basically telling me that I'm worthless or incompetent.",Overgeneralization,en
"If I don't ace this interview, all the other job opportunities will evaporate.",Magnification and Catastrophizing,en
I'm constantly worried about running into an old acquaintance who knows about my past mistakes.,Magnification and Catastrophizing,en
What if the new policy affects me negatively? What if it ruins my entire business?,Magnification and Catastrophizing,en
I see myself as a failure because of this one missed opportunity. Everything else seems insignificant in comparison.,Mental Filter,en
The traffic was a nightmare on the way to work today. Is this what my life is going to be like forever?,Overgeneralization,en
"I asked my sister for advice last week, and she gave me a generic response. Guess that's all I can expect from her.",Jumping to Conclusions,en
He never remembers my birthday. I guess he doesn't care about me at all.,Black & White Thinking,en
I keep wondering if this minor household issue is a reflection of my own organization and planning skills.,Mental Filter,en
"What would it be like to have everything work out perfectly? I suppose it's nice to imagine that, but in reality, there are ups and downs to life.",No Distortion,en
Why do we always tend to focus on what's not working rather than celebrating progress no matter how small?,Mental Filter,en
"I feel like I'm constantly walking on eggshells around others, worried that something I do or say will lead to disappointment or anger.",Personalization,en
"Every time there's tension in our team, I feel like I'm responsible for smoothing it over and question if my methods are ineffective.",Personalization,en
Why do I always put so much pressure on myself to be perfect?,Should Statements,en
Can't help but think about all the what-ifs and maybes when it comes to my relationships.,Emotional Reasoning,en
"The stress of this project is real, but it's also a chance for me to develop some new skills and techniques.",No Distortion,en
"Every little thing seems to be going wrong in my life right now. Maybe if I was more competent, things would go smoother.",Overgeneralization,en
"Lately, every time I look in the mirror, I feel a knot in my stomach. It's like my body is trying to tell me something about myself, but I don't know what it's saying.",Emotional Reasoning,en
"The clock is ticking away, and with it, all my hopes and dreams.",Overgeneralization,en
I'm trying to break free from the habit of ruminating on past regrets. What if I could focus on what I learned instead?,No Distortion,en
"That party was a total mess. Maybe if I hadn't brought that particular dish, things wouldn't be so tense now.",Personalization,en
I hate mornings. Why do they have to be so chaotic? And now my coffee machine is broken.,Magnification and Catastrophizing,en
"I've been beating myself up over this project, thinking it's a lost cause because every time I think about it, my stomach tightens.",Emotional Reasoning,en
What if someone finds out about my online activities and thinks I'm weird or creepy? My reputation will be ruined forever.,Magnification and Catastrophizing,en
This one bad grade is haunting me - what if it affects my GPA?,Mental Filter,en
"""I'm so tired of this job, it means I'm not doing anything meaningful with my life.""",Emotional Reasoning,en
I keep thinking about what would have happened if I'd taken that different route during the hike yesterday.,Mental Filter,en
I couldn't shake off the feeling of being a failure after my friend's successful promotion announcement.,Mental Filter,en
"I feel like I'm stuck in this rut, no matter how hard I try, nothing ever seems to work out for me.",Overgeneralization,en
"I feel like I'm drowning in anxiety after every major life change. Maybe it's just my brain trying to adjust, but what if there's more to it?",Emotional Reasoning,en
It's been raining nonstop since our family reunion started. Did something I said upset my cousin that much?,Personalization,en
I'm starting to feel like a burden on our family's finances because we can't afford that new car they want.,Personalization,en
Sometimes I feel like my family just pretends to care about our problems. It's like they're hiding something from us.,Jumping to Conclusions,en
Why do I always feel like I'm one step behind? It's as if the clock is ticking down and every second counts.,Overgeneralization,en
"Sometimes when I'm lying in bed, it's hard to shake off the feeling that I'll never achieve what others have.",Overgeneralization,en
"Whenever there are delays in our project, I worry if it's because of something I forgot to do or overlooked.",Personalization,en
"When I look at the project timeline, I see both the tasks that are falling into place and those that are still up in the air.",No Distortion,en
That one bad grade in college still haunts me. It feels like it defines my entire academic record.,Black & White Thinking,en
She shouldn't have been so quick to assume the worst about me without giving me a chance to explain.,Should Statements,en
Why do we always have to find fault in ourselves rather than celebrating our strengths and accomplishments?,Mental Filter,en
"If we can't make ends meet by next month, we'll have to declare bankruptcy – the end of our financial stability.",Black & White Thinking,en
I keep thinking about the fight we had last night and how it's all because of something I said.,Personalization,en
"I'm getting anxious about the upcoming deadline, what if I miss it by just one day?",Magnification and Catastrophizing,en
Why can't I just get a break? Is that too much to ask for?,Overgeneralization,en
I overheard someone mentioning our project and how it's 'unoriginal.' Do they not see the effort we've put into making it unique?,Personalization,en
"I was at the grocery store, and they were out of my favorite kind of milk. Seemed really inconvenient. Guess the universe is trying to tell me something.",Jumping to Conclusions,en
What's wrong with me that I can't seem to stick to any kind of exercise routine?,Should Statements,en
It's like I have a magnet for bad luck. Everything that can go wrong does.,Black & White Thinking,en
Why did I let that coworker's offhand comment about my work style bother me so much?,Mental Filter,en
"If I don't get this project done on time, it'll reflect poorly on me and my team.",Magnification and Catastrophizing,en
If only things could be different. Then maybe life would make sense for once.,Black & White Thinking,en
"If I don't get a promotion, it means I've failed as an employee and will have to leave the company.",Magnification and Catastrophizing,en
"My therapist said I'm making progress, but can she really understand how lost I still am inside?",Emotional Reasoning,en
Today was a complete waste of time. I didn't even manage to finish my shopping list. What's the point?,Black & White Thinking,en
Why do I always feel like I need to justify my emotions to others?,Should Statements,en
Why do these things always happen when we're on the verge of something important?,Jumping to Conclusions,en
My social anxiety has been worse lately. Is it because of the way people look at me when I'm trying to speak up in meetings?,Personalization,en
I'm already imagining all the ways this new project will go wrong... can't I just enjoy the planning process for once?,Magnification and Catastrophizing,en
"Apart from this minor issue with my bike's chain, everything else in my life seems to be running smoothly.",Mental Filter,en
"Every little thing that goes wrong today is just another brick in the wall, slowly crushing me.",Magnification and Catastrophizing,en
"I feel so guilty for not being able to help my sibling with their financial troubles. Maybe if I'd done things differently, this wouldn't be happening.",Black & White Thinking,en
"This argument was brewing for weeks. Maybe if I had addressed it sooner, we wouldn't be here now.",Personalization,en
"He didn't call back yet, but I'm sure he'll get around to it eventually... or not.",Jumping to Conclusions,en
Sometimes I wonder why it's so hard to move forward when the world outside seems stuck in neutral.,Mental Filter,en
"The job interview didn't go as well as I hoped. On the bright side, I got some useful feedback and have an idea for a follow-up question to ask next time.",No Distortion,en
"If only I'd made a different decision, everything would be fine by now.",Should Statements,en
"Sometimes when I'm feeling overwhelmed, I remind myself that it's normal to feel this way sometimes – but it doesn't define me.",No Distortion,en
This anxiety in my chest feels so bad. What if it's a sign that something serious is wrong?,Magnification and Catastrophizing,en
"I'm beginning to see patterns in my interactions with others. While it can be frustrating at times, it also helps me adapt and grow.",No Distortion,en
"The dog's accident in the house is all my doing. If only I'd cleaned up after him earlier, this would have been avoided.",Personalization,en
"My mom always said, 'If you want something done right, do it yourself.' It's like she's still trying to control me from afar.",Jumping to Conclusions,en
"People in the office seem distracted today, maybe it's because I wore that new perfume yesterday?",Personalization,en
"I'm sitting here thinking about the project deadline and how I managed to meet it on time. It was a bit of a struggle, but I remember making a schedule and sticking to it.",No Distortion,en
The fact that my mom doesn't come visit us as often as she used to makes me feel like maybe I'm not a good daughter.,Personalization,en
Why do I keep getting these anxiety attacks in the middle of meetings? What am I doing wrong?,Magnification and Catastrophizing,en
"Maybe it's just because I'm tired, but every little thing seems like an emergency right now.",Jumping to Conclusions,en
'You'll never amount to anything' – that's what my grandma used to say. Guess some things really stick with you...,Overgeneralization,en
I've started questioning whether my presence actually makes a difference in social situations.,Personalization,en
She just shrugged when I asked her about the party last night. What else could she have said if she wasn't avoiding me? Maybe she's not interested in hanging out anymore.,Jumping to Conclusions,en
"After last night's argument with my sibling, I'm replaying every hurtful word they said. What if this is how everyone sees me?",Overgeneralization,en
"The other day, a friend couldn't join us because of a family emergency. Perhaps it was because I'd made plans without checking with them first?",Personalization,en
"I don't know what's wrong with me, but every time I try to talk to my friends about a new idea, they just shut down. Did I say something wrong again?",Personalization,en
I overreacted at the party last night and now I'm convinced everyone thinks I'm awkward in social situations.,Overgeneralization,en
"Every time I think I've made progress on a project, something else pops up and derails me. Is this ever going to change?",Overgeneralization,en
I keep getting these nagging thoughts that I'll fail at everything I try.,Overgeneralization,en
"My mom always says I'm not living up to my potential, but what even is that?",Should Statements,en
I'm starting to wonder if my decision to move apartments was a mistake. The kitchen is smaller than I thought.,Mental Filter,en
The air was thick with tension when our client raised concerns about our services. It felt like someone was going to get reprimanded.,Jumping to Conclusions,en
"Every time I try to talk to my crush, they change the subject or pretend like we're not even talking about anything important. This is getting ridiculous.",Black & White Thinking,en
"After getting into a fight with my best friend, we had to exchange messages just so we could speak again.",Overgeneralization,en
"I've been making excuses for not pursuing that dream job. Maybe deep down, I just believe I'll never make it there.",Overgeneralization,en
"After our disagreement, I thought about all the things we usually talk through together and how it helps us grow closer.",No Distortion,en
"Last night, I had a weird dream where I was stuck in this endless elevator. Guess my subconscious is trying to tell me something.",Jumping to Conclusions,en
I still feel the sting from being rejected for that internship. But then I thought about how many other opportunities might come up in the future and how much experience I gained from applying in the first place.,No Distortion,en
What if I make the same mistakes over and over again without ever learning from them?,Overgeneralization,en
"Maybe it's just because I'm stressed about work, but every little thing seems like an opportunity for something to go wrong.",Jumping to Conclusions,en
"If I don't get this promotion, I'll be stuck in my dead-end job forever and my life will be pointless.",Magnification and Catastrophizing,en
"My therapist says I'm making progress, but deep down I think this is all some elaborate lie, and soon I'll be back to square one.",Overgeneralization,en
"If only I had studied harder, I wouldn't be in this situation now. It's all my own doing.",Personalization,en
Why do I get anxious about every little thing?,Overgeneralization,en
Just because Emily didn't say anything when we parted ways doesn't mean she's okay with us going our separate ways.,Jumping to Conclusions,en
It's funny how often people tell me to 'stay positive' and 'focus on the good.' Do they have any idea what that's like when you feel crushed?,Emotional Reasoning,en
I feel a sense of dread whenever my phone buzzes with notifications. It's like I'm waiting for the other shoe to drop.,Emotional Reasoning,en
What if this new software isn't compatible with our system? We'll be stuck with a huge bill for repairs.,Magnification and Catastrophizing,en
"I feel like I've let everyone down. The project failed, and now they're all going to think less of me.",Personalization,en
I just had the worst nightmare. What if it comes true? What if I really do lose everything?,Magnification and Catastrophizing,en
Why do I always get stuck with these impossible deadlines? Can't they see how this is going to burn me out?,Jumping to Conclusions,en
"When my plans fall apart, I start thinking about all the other times they've fallen apart too. It's like I'm doomed to repeat the same mistakes forever.",Black & White Thinking,en
This physical sensation in my head feels so bad. What if it's a sign of something serious?,Magnification and Catastrophizing,en
"If I had just done this one thing differently, everything would be perfect now.",Black & White Thinking,en
"Had lunch with Sarah yesterday, and she didn't ask about my week. Guess it's just another example of how I'm not important to her.",Jumping to Conclusions,en
I've tried everything. Nothing seems to work – it's like I'm running out of options.,Black & White Thinking,en
"Just had a huge fight with my partner. Now I'm convinced that our relationship is doomed from the start. This is just how it always goes – we clash, and then... nothing.",Overgeneralization,en
"I've been trying to get back into painting, but it feels like such a waste of time when I could be doing something more productive with my hours. Sometimes I catch myself thinking 'what if this hobby is just a distraction from the real issues in my life?' It's hard to shake off that nagging voice.",Should Statements,en
"Sometimes, when I see successful people, I feel like they're living lives beyond my wildest dreams. Is it possible for me too?",Emotional Reasoning,en
I should be more patient with my partner when they're struggling to understand things.,Should Statements,en
Sometimes I get this feeling like people are waiting for me to make the first move in conversations. Maybe I'm just too shy.,Jumping to Conclusions,en
What's the point of even trying? It's not like anything good ever happens to me.,Black & White Thinking,en
What if my boss thinks I'm too slow? What if they decide to hire someone else instead of me?,Jumping to Conclusions,en
"I should've taken that job offer last year. Now it's too late, and I'm stuck in this dead-end position forever.",Magnification and Catastrophizing,en
"Today at work was a disaster. If only I had been more attentive during the meeting, this wouldn't have happened.",Personalization,en
"The bus broke down, and now I'm going to be even later for work. Great, just what I needed – more stress.",Overgeneralization,en
I keep thinking about what could've been if only I'd taken a different path in life.,Should Statements,en
